Outlet_ID,Distributor_ID,Outlet_Type,Outlet_Size,Cooler_Count,constraint_flag,volume_cv,historical_max_volume,Maximum_Monthly_Liters,incremental_volume,Trade_Spend_LKR,Spend_Type
OUT_05230,DIST_W_01,Pharmacy,Extra Large,4,0,0.742,373,1997,1623,6197.08,merchandising
OUT_01906,DIST_W_01,Eatery,Extra Large,3,0,0.711,386,2009,1623,6196.73,promotional
OUT_02351,DIST_W_01,Eatery,Extra Large,5,0,0.718,350,1973,1622,6193.25,promotional
OUT_02034,DIST_W_01,Grocery,Extra Large,5,0,0.743,373,1995,1622,6192.53,discount
OUT_03075,DIST_W_03,Grocery,Extra Large,5,0,0.743,369,1991,1622,6191.46,discount
OUT_07276,DIST_W_02,Pharmacy,Extra Large,3,0,0.729,371,1993,1621,6187.88,merchandising
OUT_06417,DIST_W_01,Kiosk,Extra Large,4,0,0.75,379,2001,1621,6187.7,merchandising
OUT_01061,DIST_W_02,Grocery,Extra Large,3,0,0.744,380,2001,1621,6187.35,discount
OUT_03346,DIST_W_03,Eatery,Extra Large,5,0,0.723,358,1979,1621,6186.96,promotional
OUT_00791,DIST_W_03,SMMT,Extra Large,5,0,0.718,376,1997,1620,6186.59,merchandising
OUT_02073,DIST_W_03,Pharmacy,Extra Large,3,0,0.717,382,2002,1620,6183.19,merchandising
OUT_07027,DIST_W_02,Kiosk,Extra Large,5,0,0.757,381,2001,1619,6181.6,merchandising
OUT_04120,DIST_W_01,Kiosk,Extra Large,4,0,0.721,382,2002,1619,6181.14,merchandising
OUT_03131,DIST_W_01,Hotel,Extra Large,3,0,0.702,357,1976,1618,6178.18,promotional
OUT_04295,DIST_W_01,Grocery,Extra Large,4,0,0.691,377,1995,1617,6175.04,discount
OUT_03676,DIST_W_01,Bakery,Extra Large,4,0,0.76,378,1995,1617,6172.83,promotional
OUT_01624,DIST_W_01,SMMT,Extra Large,5,0,0.757,379,1996,1617,6171.86,merchandising
OUT_06985,DIST_W_03,Hotel,Extra Large,5,0,0.704,373,1990,1616,6171.41,promotional
OUT_06810,DIST_W_01,Pharmacy,Extra Large,3,0,0.715,385,2002,1616,6170.93,merchandising
OUT_02022,DIST_W_01,Bakery,Extra Large,4,0,0.722,372,1989,1616,6169.26,promotional
OUT_07474,DIST_W_01,SMMT,Extra Large,5,0,0.698,351,1966,1614,6163.13,merchandising
OUT_08666,DIST_W_02,Kiosk,Extra Large,4,0,0.7,382,1996,1614,6161.81,merchandising
OUT_03411,DIST_W_03,Pharmacy,Extra Large,4,0,0.689,351,1966,1614,6161.8,merchandising
OUT_03078,DIST_W_01,Grocery,Extra Large,2,0,0.716,361,1975,1614,6160.29,discount
OUT_04056,DIST_W_03,Bakery,Extra Large,4,0,0.722,373,1986,1612,6155.71,promotional
OUT_05092,DIST_W_01,Bakery,Extra Large,5,0,0.712,375,1988,1612,6152.79,promotional
OUT_07720,DIST_W_01,Grocery,Extra Large,2,0,0.703,361,1973,1612,6152.65,discount
OUT_01557,DIST_W_03,Pharmacy,Extra Large,4,0,0.752,373,1985,1611,6150.29,merchandising
OUT_06083,DIST_W_01,SMMT,Extra Large,3,0,0.741,379,1991,1611,6150.0,merchandising
OUT_02883,DIST_W_03,Grocery,Extra Large,3,0,0.75,384,1994,1610,6146.23,discount
OUT_04359,DIST_W_02,SMMT,Extra Large,5,0,0.732,367,1977,1610,6145.83,merchandising
OUT_07504,DIST_W_03,Grocery,Extra Large,2,0,0.701,378,1988,1610,6145.23,discount
OUT_03458,DIST_W_03,Pharmacy,Extra Large,2,0,0.752,376,1986,1610,6144.95,merchandising
OUT_01471,DIST_W_01,Bakery,Extra Large,3,0,0.732,385,1993,1608,6140.83,promotional
OUT_06151,DIST_W_03,Bakery,Extra Large,5,0,0.748,381,1989,1607,6136.83,promotional
OUT_05205,DIST_W_01,Kiosk,Extra Large,2,0,0.72,367,1975,1607,6135.29,merchandising
OUT_08100,DIST_W_01,Pharmacy,Extra Large,2,0,0.721,385,1992,1607,6134.51,merchandising
OUT_03208,DIST_W_02,Eatery,Extra Large,2,0,0.728,384,1991,1606,6133.24,promotional
OUT_01970,DIST_W_02,Kiosk,Extra Large,2,0,0.755,384,1991,1606,6133.06,merchandising
OUT_03228,DIST_W_01,Kiosk,Extra Large,3,0,0.674,311,1918,1606,6132.33,merchandising
OUT_01665,DIST_W_01,Hotel,Extra Large,2,0,0.741,374,1978,1603,6121.73,promotional
OUT_03957,DIST_W_02,Grocery,Extra Large,3,0,0.774,383,1987,1603,6121.25,discount
OUT_05981,DIST_W_02,Hotel,Extra Large,4,0,0.72,371,1974,1603,6120.4,promotional
OUT_01760,DIST_W_01,Eatery,Extra Large,5,0,0.697,371,1974,1603,6119.45,promotional
OUT_02459,DIST_W_02,Grocery,Extra Large,4,0,0.721,383,1985,1602,6117.14,discount
OUT_03315,DIST_W_01,Bakery,Extra Large,5,0,0.683,373,1975,1602,6115.23,promotional
OUT_02911,DIST_W_02,Hotel,Extra Large,2,0,0.724,372,1974,1601,6113.76,promotional
OUT_01108,DIST_W_02,Kiosk,Extra Large,2,0,0.71,373,1974,1601,6112.55,merchandising
OUT_00020,DIST_W_02,SMMT,Small,0,0,1.247,351,1951,1600,6108.55,merchandising
OUT_00691,DIST_W_01,Bakery,Extra Large,4,0,0.743,383,1984,1600,6108.13,promotional
OUT_03077,DIST_W_02,SMMT,Extra Large,4,0,0.762,384,1984,1600,6108.04,merchandising
OUT_06981,DIST_W_03,Grocery,Extra Large,4,0,0.729,380,1980,1600,6107.14,discount
OUT_00886,DIST_W_01,Kiosk,Extra Large,2,0,0.759,378,1977,1599,6104.09,merchandising
OUT_03967,DIST_W_01,Grocery,Extra Large,3,0,0.756,384,1983,1598,6102.41,discount
OUT_05597,DIST_W_03,Hotel,Extra Large,5,0,0.698,385,1984,1598,6102.18,promotional
OUT_06172,DIST_W_02,Bakery,Extra Large,5,0,0.74,361,1958,1597,6095.39,promotional
OUT_00051,DIST_W_01,SMMT,Small,0,0,1.177,345,1941,1596,6092.34,merchandising
OUT_03358,DIST_W_02,Pharmacy,Extra Large,3,0,0.706,383,1979,1596,6091.76,merchandising
OUT_08159,DIST_W_02,Kiosk,Extra Large,3,0,0.722,360,1954,1594,6084.43,merchandising
OUT_05297,DIST_W_02,SMMT,Extra Large,4,0,0.703,360,1954,1593,6081.79,merchandising
OUT_06205,DIST_W_01,Kiosk,Extra Large,2,0,0.696,327,1920,1593,6081.54,merchandising
OUT_03296,DIST_W_03,Pharmacy,Extra Large,3,0,0.722,383,1975,1591,6074.85,merchandising
OUT_00778,DIST_W_02,Grocery,Extra Large,2,0,0.701,337,1929,1591,6074.59,discount
OUT_04237,DIST_W_02,Bakery,Extra Large,2,0,0.714,374,1965,1591,6073.98,promotional
OUT_06373,DIST_W_03,Kiosk,Extra Large,4,0,0.689,362,1953,1590,6071.41,merchandising
OUT_03829,DIST_W_02,Bakery,Extra Large,3,0,0.722,371,1961,1590,6069.69,promotional
OUT_01032,DIST_W_01,Eatery,Extra Large,3,0,0.723,380,1970,1589,6064.79,promotional
OUT_02371,DIST_W_03,Bakery,Extra Large,3,0,0.745,377,1966,1588,6063.39,promotional
OUT_01841,DIST_W_02,Hotel,Extra Large,3,0,0.735,373,1961,1587,6060.23,promotional
OUT_01712,DIST_W_02,Grocery,Extra Large,2,0,0.736,368,1956,1587,6059.5,discount
OUT_05606,DIST_W_03,SMMT,Extra Large,3,0,0.705,376,1963,1587,6058.2,merchandising
OUT_02180,DIST_W_03,Grocery,Extra Large,3,0,0.713,366,1952,1586,6056.16,discount
OUT_03020,DIST_W_03,Kiosk,Extra Large,3,0,0.738,375,1962,1586,6055.6,merchandising
OUT_03570,DIST_W_02,SMMT,Extra Large,4,0,0.74,380,1966,1586,6055.0,merchandising
OUT_08226,DIST_W_03,Grocery,Extra Large,4,0,0.72,379,1964,1584,6048.35,discount
OUT_06589,DIST_W_03,Kiosk,Extra Large,5,0,0.743,376,1961,1584,6048.14,merchandising
OUT_05940,DIST_W_02,Eatery,Extra Large,4,0,0.746,368,1953,1584,6048.0,promotional
OUT_07703,DIST_W_03,Pharmacy,Extra Large,5,0,0.715,386,1970,1583,6044.59,merchandising
OUT_05592,DIST_W_01,Bakery,Extra Large,4,0,0.716,379,1961,1581,6036.94,promotional
OUT_08231,DIST_W_03,Hotel,Extra Large,3,0,0.759,381,1961,1580,6033.04,promotional
OUT_05050,DIST_W_01,Hotel,Extra Large,2,0,0.717,380,1958,1578,6023.89,promotional
OUT_03264,DIST_W_01,SMMT,Extra Large,3,0,0.741,375,1951,1575,6013.91,merchandising
OUT_02236,DIST_W_03,Kiosk,Extra Large,3,0,0.725,366,1942,1575,6013.2,merchandising
OUT_02941,DIST_W_03,Pharmacy,Extra Large,2,0,0.722,382,1957,1575,6011.61,merchandising
OUT_03415,DIST_W_03,Grocery,Extra Large,4,0,0.729,368,1943,1575,6011.14,discount
OUT_01514,DIST_W_02,Hotel,Extra Large,2,0,0.73,381,1956,1574,6010.79,promotional
OUT_01221,DIST_W_03,Hotel,Extra Large,3,0,0.699,352,1926,1574,6009.74,promotional
OUT_01100,DIST_W_02,Hotel,Extra Large,4,0,0.738,385,1958,1572,6003.01,promotional
OUT_08079,DIST_W_03,Pharmacy,Extra Large,2,0,0.755,386,1958,1572,6000.56,merchandising
OUT_06392,DIST_W_03,SMMT,Extra Large,3,0,0.743,385,1957,1571,5997.9,merchandising
OUT_05007,DIST_W_03,Hotel,Extra Large,4,0,0.692,342,1912,1569,5991.3,promotional
OUT_07016,DIST_W_01,Grocery,Extra Large,4,0,0.709,385,1955,1569,5990.66,discount
OUT_02471,DIST_W_01,Bakery,Extra Large,4,0,0.694,370,1937,1566,5979.93,promotional
OUT_05198,DIST_W_03,Pharmacy,Extra Large,3,0,0.726,368,1933,1565,5973.14,merchandising
OUT_03037,DIST_W_03,Eatery,Extra Large,2,0,0.727,384,1948,1564,5969.88,promotional
OUT_00434,DIST_W_01,Bakery,Extra Large,5,0,0.709,385,1948,1563,5966.09,promotional
OUT_07068,DIST_W_02,Pharmacy,Extra Large,4,0,0.711,383,1946,1562,5964.98,merchandising
OUT_00001,DIST_W_03,Grocery,Medium,1,0,1.256,378,1941,1562,5964.26,discount
OUT_02586,DIST_W_01,Hotel,Extra Large,4,0,0.692,370,1932,1562,5962.65,promotional
OUT_00038,DIST_W_03,Bakery,Medium,2,0,1.212,344,1906,1561,5961.03,promotional
OUT_06420,DIST_W_03,SMMT,Extra Large,4,0,0.718,371,1933,1561,5960.94,merchandising
OUT_04128,DIST_W_02,Pharmacy,Extra Large,4,0,0.696,367,1928,1561,5959.85,merchandising
OUT_05133,DIST_W_02,SMMT,Extra Large,5,0,0.704,361,1923,1561,5959.33,merchandising
OUT_00428,DIST_W_03,Kiosk,Extra Large,2,0,0.719,384,1945,1560,5957.14,merchandising
OUT_01879,DIST_W_01,SMMT,Extra Large,4,0,0.7,373,1933,1560,5955.4,merchandising
OUT_03944,DIST_W_02,Eatery,Extra Large,4,0,0.735,375,1935,1560,5953.91,promotional
OUT_07080,DIST_W_02,Bakery,Extra Large,5,0,0.721,375,1932,1557,5945.29,promotional
OUT_07321,DIST_W_03,Eatery,Extra Large,4,0,0.732,356,1912,1556,5940.88,promotional
OUT_05181,DIST_W_01,Eatery,Extra Large,2,0,0.763,380,1936,1556,5940.71,promotional
OUT_06699,DIST_W_02,Grocery,Extra Large,3,0,0.705,375,1931,1555,5938.61,discount
OUT_08739,DIST_W_01,Eatery,Extra Large,4,0,0.692,375,1931,1555,5936.28,promotional
OUT_01472,DIST_W_02,Bakery,Extra Large,2,0,0.688,348,1903,1554,5933.1,promotional
OUT_01299,DIST_W_01,Pharmacy,Extra Large,2,0,0.75,384,1938,1554,5931.1,merchandising
OUT_05426,DIST_W_03,Pharmacy,Extra Large,2,0,0.711,377,1928,1550,5918.41,merchandising
OUT_06264,DIST_W_01,SMMT,Extra Large,3,0,0.702,372,1923,1550,5918.0,merchandising
OUT_03757,DIST_W_01,Bakery,Extra Large,3,0,0.685,385,1935,1550,5915.98,promotional
OUT_01650,DIST_W_01,Kiosk,Extra Large,5,0,0.746,377,1926,1549,5912.55,merchandising
OUT_02431,DIST_W_03,SMMT,Extra Large,4,0,0.734,363,1911,1547,5907.71,merchandising
OUT_07250,DIST_W_02,Pharmacy,Extra Large,3,0,0.708,370,1917,1546,5903.7,merchandising
OUT_03591,DIST_W_02,Kiosk,Extra Large,3,0,0.739,376,1922,1545,5899.58,merchandising
OUT_06414,DIST_W_03,Kiosk,Extra Large,4,0,0.728,373,1918,1544,5896.53,merchandising
OUT_08033,DIST_W_01,Hotel,Extra Large,2,0,0.719,367,1911,1544,5894.7,promotional
OUT_07762,DIST_W_03,Bakery,Extra Large,5,0,0.732,383,1927,1543,5891.39,promotional
OUT_00507,DIST_W_03,SMMT,Extra Large,5,0,0.722,383,1926,1543,5889.86,merchandising
OUT_01044,DIST_W_03,Grocery,Extra Large,3,0,0.717,379,1922,1543,5889.28,discount
OUT_06663,DIST_W_01,SMMT,Extra Large,2,0,0.687,381,1922,1540,5881.29,merchandising
OUT_01736,DIST_W_02,Hotel,Extra Large,4,0,0.727,359,1898,1539,5873.76,promotional
OUT_06387,DIST_W_01,Bakery,Extra Large,3,0,0.712,377,1912,1534,5856.7,promotional
OUT_03330,DIST_W_02,Hotel,Extra Large,3,0,0.698,357,1890,1533,5853.64,promotional
OUT_00010,DIST_W_01,Eatery,Small,0,0,1.192,352,1886,1533,5852.8,merchandising
OUT_07925,DIST_W_01,Pharmacy,Extra Large,3,0,0.749,384,1914,1530,5841.86,merchandising
OUT_00455,DIST_W_03,Hotel,Extra Large,3,0,0.732,382,1912,1529,5838.65,promotional
OUT_00024,DIST_W_01,Eatery,Large,5,0,1.177,332,1857,1524,5819.89,promotional
OUT_04919,DIST_W_02,Kiosk,Extra Large,3,0,0.68,366,1886,1519,5801.11,merchandising
OUT_04251,DIST_W_01,Pharmacy,Extra Large,5,0,0.713,372,1892,1519,5798.71,merchandising
OUT_00506,DIST_W_01,Kiosk,Extra Large,3,0,0.742,383,1900,1516,5789.36,merchandising
OUT_00055,DIST_W_01,Eatery,Small,0,0,1.249,379,1895,1515,5784.23,merchandising
OUT_04239,DIST_W_01,Hotel,Extra Large,5,0,0.698,386,1900,1514,5780.3,promotional
OUT_08625,DIST_W_03,Bakery,Extra Large,4,0,0.684,373,1879,1506,5748.51,promotional
OUT_00058,DIST_W_03,Grocery,Medium,1,0,1.272,386,1886,1499,5723.16,discount
OUT_05564,DIST_W_01,Kiosk,Extra Large,4,0,0.72,371,1868,1496,5713.1,merchandising
OUT_07810,DIST_W_02,Kiosk,Extra Large,4,0,0.68,361,1852,1490,5690.08,merchandising
OUT_00040,DIST_W_01,SMMT,Large,4,0,1.227,367,1845,1477,5637.58,merchandising
OUT_07026,DIST_W_02,Hotel,Extra Large,5,0,0.733,386,1852,1466,5596.81,promotional
OUT_00054,DIST_W_02,Grocery,Small,1,0,1.215,358,1824,1465,5592.8,discount
OUT_00045,DIST_W_03,Grocery,Medium,2,0,1.164,343,1803,1459,5569.78,discount
OUT_00009,DIST_W_03,Hotel,Medium,2,0,1.23,367,1817,1449,5532.34,promotional
OUT_00005,DIST_W_03,Kiosk,Medium,2,0,1.267,375,1815,1440,5497.83,merchandising
OUT_00003,DIST_W_02,Pharmacy,Small,1,0,1.219,353,1790,1437,5486.43,merchandising
OUT_00053,DIST_W_02,SMMT,Small,2,0,1.256,350,1786,1436,5481.19,merchandising
OUT_00011,DIST_W_02,Grocery,Small,1,0,1.207,348,1779,1430,5458.09,discount
OUT_00035,DIST_W_01,Bakery,Large,5,0,1.253,381,1806,1425,5440.15,promotional
OUT_00049,DIST_W_01,Hotel,Small,3,0,1.183,332,1744,1412,5390.19,promotional
OUT_00047,DIST_W_03,Grocery,Small,0,0,1.228,365,1769,1404,5361.03,discount
OUT_00039,DIST_W_01,Eatery,Medium,1,0,1.194,370,1774,1403,5357.66,promotional
OUT_00030,DIST_W_01,Grocery,Extra Large,4,0,1.282,365,1759,1394,5320.49,discount
OUT_00032,DIST_W_02,SMMT,Extra Large,5,0,1.193,365,1754,1388,5300.08,merchandising
OUT_00019,DIST_W_01,Grocery,Extra Large,4,0,1.227,366,1734,1368,5223.94,discount
OUT_02146,DIST_W_03,Hotel,Large,5,0,1.197,357,1714,1356,5176.4,promotional
OUT_00004,DIST_W_01,Pharmacy,Medium,2,0,1.216,341,1682,1340,5116.84,merchandising
OUT_00008,DIST_W_01,Eatery,Extra Large,3,0,1.142,337,1673,1335,5098.08,promotional
OUT_00052,DIST_W_02,Pharmacy,Medium,1,0,1.243,385,1717,1331,5082.53,merchandising
OUT_00026,DIST_W_01,Grocery,Medium,1,0,1.237,380,1698,1318,5032.19,discount
OUT_00056,DIST_W_02,Kiosk,Small,0,0,1.229,370,1674,1303,4973.79,merchandising
OUT_00002,DIST_W_02,Hotel,Small,0,0,1.218,380,1668,1287,4915.51,merchandising
OUT_00078,DIST_W_01,Eatery,Extra Large,5,0,1.226,351,1636,1284,4903.81,promotional
OUT_00042,DIST_W_02,Bakery,Medium,2,0,1.198,367,1635,1267,4837.99,promotional
OUT_00279,DIST_W_02,Hotel,Extra Large,4,0,1.218,369,1636,1266,4834.36,promotional
OUT_00291,DIST_W_02,SMMT,Extra Large,4,0,1.212,369,1601,1231,4700.21,merchandising
OUT_00101,DIST_W_01,Bakery,Extra Large,5,0,1.215,369,1587,1217,4646.79,promotional
OUT_00023,DIST_W_03,Eatery,Small,0,0,1.251,375,1578,1203,4593.73,merchandising
OUT_00025,DIST_W_03,Grocery,Unknown,0,0,1.215,376,1579,1203,4592.96,discount
OUT_00016,DIST_W_03,Eatery,Medium,1,0,1.291,347,1542,1195,4561.4,promotional
OUT_00006,DIST_W_02,Kiosk,Medium,1,0,1.242,366,1559,1192,4550.85,merchandising
OUT_00033,DIST_W_03,Hotel,Small,1,0,1.241,377,1569,1192,4550.05,promotional
OUT_00044,DIST_W_01,Grocery,Small,1,0,1.236,353,1527,1173,4479.63,discount
OUT_07791,DIST_W_02,Grocery,Large,3,0,1.181,338,1508,1169,4465.35,discount
OUT_02016,DIST_W_03,Pharmacy,Large,2,0,1.246,354,1516,1162,4436.36,merchandising
OUT_00037,DIST_W_03,Bakery,Large,2,0,1.229,338,1497,1159,4424.15,promotional
OUT_00022,DIST_W_01,Bakery,Small,0,0,1.189,367,1523,1156,4412.69,merchandising
OUT_00021,DIST_W_03,Kiosk,Small,0,0,1.241,357,1513,1155,4410.2,merchandising
OUT_00214,DIST_W_02,SMMT,Extra Large,4,0,1.189,345,1498,1153,4401.83,merchandising
OUT_00034,DIST_W_03,Grocery,Large,5,0,1.233,359,1493,1134,2709.09,discount
OUT_02047,DIST_W_03,Bakery,Large,2,0,1.216,360,1492,1132,2702.81,promotional
OUT_05824,DIST_W_03,Bakery,Large,5,0,1.275,376,1498,1122,2678.76,promotional
OUT_05333,DIST_W_03,Hotel,Large,5,0,1.246,357,1477,1120,2674.74,promotional
OUT_00036,DIST_W_03,Kiosk,Small,0,0,1.19,349,1459,1109,2647.84,merchandising
OUT_05170,DIST_W_02,Bakery,Large,4,0,1.222,380,1483,1102,2632.75,promotional
OUT_03651,DIST_W_02,Eatery,Large,3,0,1.221,340,1436,1095,2615.45,promotional
OUT_00041,DIST_W_03,Grocery,Large,3,0,1.133,357,1435,1077,2573.25,discount
OUT_00062,DIST_W_01,Pharmacy,Extra Large,3,0,1.207,336,1407,1070,2555.68,merchandising
OUT_00350,DIST_W_03,Grocery,Extra Large,4,0,1.259,347,1414,1067,2547.71,discount
OUT_00367,DIST_W_03,SMMT,Extra Large,4,0,1.241,382,1447,1065,2543.9,merchandising
OUT_06906,DIST_W_01,Eatery,Large,3,0,1.175,337,1399,1061,2535.04,promotional
OUT_00329,DIST_W_03,Kiosk,Small,0,0,1.233,357,1409,1051,2511.35,merchandising
OUT_01639,DIST_W_02,Bakery,Large,5,0,1.226,355,1388,1033,2466.06,promotional
OUT_02541,DIST_W_01,Kiosk,Large,4,0,1.234,358,1386,1027,2453.14,merchandising
OUT_07258,DIST_W_01,Grocery,Large,3,0,1.197,343,1353,1010,2411.74,discount
OUT_00172,DIST_W_03,Grocery,Extra Large,2,0,1.243,385,1382,996,2378.53,discount
OUT_08871,DIST_W_02,Eatery,Large,3,0,1.262,368,1363,994,2375.21,promotional
OUT_00300,DIST_W_02,Pharmacy,Small,0,0,1.196,339,1332,992,2369.66,merchandising
OUT_00108,DIST_W_01,SMMT,Extra Large,2,0,1.228,356,1342,986,2354.04,merchandising
OUT_00181,DIST_W_03,Eatery,Medium,1,0,1.177,345,1329,984,2350.0,promotional
OUT_06203,DIST_W_03,Kiosk,Large,5,0,1.185,344,1324,980,2340.04,merchandising
OUT_00146,DIST_W_02,Grocery,Small,1,0,1.279,344,1320,976,2330.51,discount
OUT_00027,DIST_W_02,Pharmacy,Small,1,0,1.212,340,1316,976,2330.04,merchandising
OUT_06215,DIST_W_01,SMMT,Large,3,0,1.233,368,1344,975,2328.88,merchandising
OUT_03991,DIST_W_03,Pharmacy,Large,5,0,1.227,359,1331,971,2319.83,merchandising
OUT_00031,DIST_W_03,Bakery,Small,1,0,1.216,356,1327,971,2318.18,promotional
OUT_00012,DIST_W_02,Pharmacy,Medium,1,0,1.282,365,1332,966,2308.15,merchandising
OUT_02684,DIST_W_01,Grocery,Large,2,0,1.224,369,1333,963,2300.59,discount
OUT_08884,DIST_W_03,SMMT,Large,3,0,1.205,351,1312,961,2294.56,merchandising
OUT_07901,DIST_W_03,Kiosk,Large,2,0,1.194,364,1325,960,2293.36,merchandising
OUT_00252,DIST_W_03,Grocery,Extra Large,3,0,1.251,337,1296,958,2288.6,discount
OUT_00361,DIST_W_01,Bakery,Extra Large,2,0,1.224,385,1343,957,2286.33,promotional
OUT_07633,DIST_W_01,Eatery,Large,4,0,1.163,341,1283,942,2249.9,promotional
OUT_07214,DIST_W_03,Grocery,Large,3,0,1.211,363,1301,937,2238.35,discount
OUT_00103,DIST_W_02,Bakery,Large,5,0,1.265,371,1307,936,2234.55,promotional
OUT_04415,DIST_W_03,Eatery,Large,5,0,1.205,386,1317,931,2223.05,promotional
OUT_07156,DIST_W_03,SMMT,Large,4,0,1.189,341,1271,929,2218.8,merchandising
OUT_06284,DIST_W_02,Kiosk,Large,4,0,1.202,335,1264,928,2217.09,merchandising
OUT_00178,DIST_W_02,Kiosk,Small,0,0,1.23,342,1267,924,2208.2,merchandising
OUT_02369,DIST_W_02,Bakery,Large,4,0,1.274,375,1297,922,2201.15,promotional
OUT_00247,DIST_W_03,Kiosk,Large,4,0,1.256,386,1307,921,2200.06,merchandising
OUT_00389,DIST_W_02,Eatery,Large,4,0,1.3,367,1286,919,2194.9,promotional
OUT_02751,DIST_W_03,Kiosk,Large,3,0,1.19,346,1264,918,2192.14,merchandising
OUT_06830,DIST_W_02,Grocery,Large,2,0,1.203,351,1268,916,2187.29,discount
OUT_00270,DIST_W_02,SMMT,Small,0,0,1.208,360,1275,915,2184.64,merchandising
OUT_06881,DIST_W_02,Kiosk,Large,4,0,1.225,385,1298,913,2180.13,merchandising
OUT_00345,DIST_W_01,Hotel,Large,2,0,1.205,353,1265,912,2177.54,promotional
OUT_08067,DIST_W_03,Hotel,Large,3,0,1.232,355,1262,906,2163.18,promotional
OUT_06336,DIST_W_02,Kiosk,Large,4,0,1.206,356,1259,902,2155.45,merchandising
OUT_01396,DIST_W_02,Bakery,Large,5,0,1.216,366,1266,900,2148.6,promotional
OUT_00174,DIST_W_03,Eatery,Small,1,0,1.267,360,1259,899,2146.73,promotional
OUT_05948,DIST_W_02,Hotel,Large,3,0,1.187,349,1248,899,2146.18,promotional
OUT_04021,DIST_W_02,Bakery,Large,4,0,1.191,330,1227,896,2141.14,promotional
OUT_08138,DIST_W_03,Eatery,Large,4,0,1.247,333,1228,894,2136.55,promotional
OUT_02956,DIST_W_02,SMMT,Large,4,0,1.2,337,1231,893,2133.5,merchandising
OUT_05231,DIST_W_02,Bakery,Large,2,0,1.244,352,1245,893,2132.69,promotional
OUT_00235,DIST_W_02,Kiosk,Small,0,0,1.231,379,1269,890,2124.94,merchandising
OUT_02734,DIST_W_02,Grocery,Large,5,0,1.25,363,1252,889,2123.2,discount
OUT_04399,DIST_W_02,SMMT,Large,5,0,1.2,334,1220,886,2116.48,merchandising
OUT_08841,DIST_W_01,Kiosk,Large,2,0,1.223,348,1233,885,2113.46,merchandising
OUT_00219,DIST_W_01,Grocery,Large,4,0,1.215,362,1246,884,2110.61,discount
OUT_08860,DIST_W_02,Grocery,Large,3,0,1.255,362,1245,882,2107.46,discount
OUT_04196,DIST_W_02,Hotel,Large,2,0,1.234,378,1260,882,2105.88,promotional
OUT_00017,DIST_W_03,Eatery,Large,5,0,1.198,379,1261,881,2103.75,promotional
OUT_08305,DIST_W_03,Hotel,Large,4,0,1.23,357,1237,879,2100.31,promotional
OUT_03972,DIST_W_01,Grocery,Large,4,0,1.203,366,1240,874,2086.51,discount
OUT_05097,DIST_W_02,Pharmacy,Large,4,0,1.208,359,1232,872,2082.2,merchandising
OUT_07031,DIST_W_03,SMMT,Large,5,0,1.214,327,1198,870,2079.16,merchandising
OUT_04971,DIST_W_02,Kiosk,Large,5,0,1.226,355,1225,870,2077.03,merchandising
OUT_05410,DIST_W_03,Grocery,Large,4,0,1.225,357,1222,864,2063.63,discount
OUT_08177,DIST_W_03,Pharmacy,Large,2,0,1.229,372,1232,860,2054.78,merchandising
OUT_05318,DIST_W_02,Eatery,Large,2,0,1.229,346,1205,859,2051.96,promotional
OUT_00125,DIST_W_01,Grocery,Small,1,0,1.212,325,1184,859,2051.86,discount
OUT_02415,DIST_W_02,Eatery,Large,4,0,1.197,337,1196,858,2048.71,promotional
OUT_06232,DIST_W_03,Hotel,Large,4,0,1.25,366,1220,854,2040.76,promotional
OUT_00163,DIST_W_01,SMMT,Large,5,0,1.209,339,1193,853,2038.03,merchandising
OUT_03387,DIST_W_01,Pharmacy,Large,2,0,1.174,348,1200,851,2033.44,merchandising
OUT_02578,DIST_W_02,Hotel,Large,5,0,1.268,379,1228,849,2028.11,promotional
OUT_08493,DIST_W_03,Pharmacy,Large,5,0,1.231,339,1188,849,2026.84,merchandising
OUT_07859,DIST_W_03,Grocery,Large,4,0,1.225,379,1228,848,2025.2,discount
OUT_02598,DIST_W_02,Pharmacy,Large,5,0,1.22,354,1202,848,2024.61,merchandising
OUT_07331,DIST_W_01,Grocery,Large,5,0,1.228,383,1230,847,2022.73,discount
OUT_02301,DIST_W_02,Grocery,Large,4,0,1.225,359,1205,845,2018.0,discount
OUT_08348,DIST_W_02,Bakery,Large,5,0,1.26,379,1224,844,2017.09,promotional
OUT_03960,DIST_W_03,Eatery,Large,2,0,1.258,376,1218,841,2009.86,promotional
OUT_08619,DIST_W_03,Hotel,Large,2,0,1.229,364,1204,840,2006.75,promotional
OUT_00282,DIST_W_01,Kiosk,Small,0,0,1.255,372,1211,839,2004.36,merchandising
OUT_06559,DIST_W_03,Kiosk,Large,4,0,1.174,333,1172,839,2003.04,merchandising
OUT_03844,DIST_W_02,Grocery,Large,4,0,1.228,357,1196,838,2002.66,discount
OUT_00633,DIST_W_03,SMMT,Large,3,0,1.245,341,1179,838,2001.49,merchandising
OUT_05292,DIST_W_01,SMMT,Large,4,0,1.241,369,1206,836,1997.08,merchandising
OUT_08129,DIST_W_01,Bakery,Large,2,0,1.194,376,1212,836,1996.84,promotional
OUT_06466,DIST_W_03,Kiosk,Large,3,0,1.151,328,1165,836,1996.79,merchandising
OUT_08127,DIST_W_01,Hotel,Large,5,0,1.276,345,1180,835,1994.63,promotional
